,mibfc,Month,Total Loaned,Months' Income Borrowed,Number of Loans
60435,0,2011-10,3000,0 to 1,1
60436,2,2013-12,15000,2 to 3,1
60437,2,2013-12,15000,2 to 3,1
60438,0,2013-12,3500,0 to 1,1
60439,0,2013-11,2862,0 to 1,1
60440,2,2012-8,14000,2 to 3,1
60441,0,2013-7,7500,0 to 1,1
60442,1,2013-5,4000,1 to 2,1
60443,1,2012-2,6500,1 to 2,1
60444,0,2014-2,13000,0 to 1,1
60445,1,2013-11,9000,1 to 2,1
60446,0,2012-8,4000,0 to 1,1
60447,2,2012-8,8000,2 to 3,1
60448,0,2012-7,5000,0 to 1,1
60449,0,2012-12,2500,0 to 1,1
60450,3,2013-8,20000,3 to 4,1
60451,3,2012-9,15000,3 to 4,1
60452,2,2011-5,15000,2 to 3,1
60453,3,2012-10,12500,3 to 4,1
60454,3,2013-12,10000,3 to 4,1
60455,2,2013-6,15000,2 to 3,1
60456,3,2013-9,15000,3 to 4,1
60457,2,2012-7,7000,2 to 3,1
60458,1,2013-12,7500,1 to 2,1
60459,3,2013-10,10000,3 to 4,1
60460,2,2013-11,18500,2 to 3,1
60461,3,2012-9,10000,3 to 4,1
60462,1,2013-10,5000,1 to 2,1
60463,1,2011-9,5000,1 to 2,1
60464,1,2013-6,20000,1 to 2,1
60465,3,2012-3,15000,3 to 4,1
60466,2,2013-6,12000,2 to 3,1
60467,3,2013-12,22000,3 to 4,1
60468,2,2011-9,5000,2 to 3,1
60469,1,2012-3,15000,1 to 2,1
60470,4,2012-5,12000,4+,1
60471,3,2014-1,17500,3 to 4,1
60472,0,2013-1,3000,0 to 1,1
60473,1,2013-9,15000,1 to 2,1
60474,1,2014-1,7268,1 to 2,1
60475,1,2010-10,7500,1 to 2,1
60476,1,2013-8,4000,1 to 2,1
60477,2,2013-6,15000,2 to 3,1
60478,3,2013-5,10000,3 to 4,1
60479,1,2012-12,4000,1 to 2,1
60480,1,2013-11,7500,1 to 2,1
60481,2,2013-6,10000,2 to 3,1
60482,0,2011-2,6400,0 to 1,1
60483,1,2013-6,15000,1 to 2,1
60484,2,2013-11,19500,2 to 3,1
60485,1,2013-8,3000,1 to 2,1
60486,2,2010-12,7000,2 to 3,1
60487,1,2014-1,20000,1 to 2,1
60488,3,2013-7,20000,3 to 4,1
60489,1,2012-4,4200,1 to 2,1
60490,1,2011-3,7500,1 to 2,1
60491,0,2013-7,4500,0 to 1,1
60492,3,2014-2,25000,3 to 4,1
60493,2,2013-5,15000,2 to 3,1
60494,1,2011-10,5300,1 to 2,1
60495,2,2011-3,15000,2 to 3,1
60496,4,2011-12,16000,4+,1
60497,3,2014-1,15000,3 to 4,1
60498,2,2014-1,20000,2 to 3,1
60499,0,2012-9,2000,0 to 1,1
60500,1,2012-5,5500,1 to 2,1
60501,2,2013-10,17000,2 to 3,1
60502,0,2011-8,2500,0 to 1,1
60503,1,2012-9,4000,1 to 2,1
60504,4,2011-5,3500,4+,1
60505,1,2013-12,8000,1 to 2,1
60506,1,2012-10,9500,1 to 2,1
60507,2,2013-9,13000,2 to 3,1
60508,2,2013-11,25000,2 to 3,1
60509,1,2011-1,15000,1 to 2,1
60510,3,2013-8,20000,3 to 4,1
60511,2,2014-2,14000,2 to 3,1
60512,1,2013-10,15000,1 to 2,1
60513,3,2012-1,9000,3 to 4,1
60514,2,2013-12,25000,2 to 3,1
60515,3,2012-8,14600,3 to 4,1
60516,1,2013-9,8500,1 to 2,1
60517,2,2014-2,10000,2 to 3,1
60518,1,2013-11,6000,1 to 2,1
60519,0,2013-9,3000,0 to 1,1
60520,0,2013-10,2500,0 to 1,1
60521,1,2013-6,5000,1 to 2,1
60522,3,2012-10,13500,3 to 4,1
60523,3,2013-6,15000,3 to 4,1
60524,0,2013-11,3000,0 to 1,1
60525,3,2011-11,2000,3 to 4,1
60526,3,2013-10,15000,3 to 4,1
60527,1,2012-9,10959,1 to 2,1
60528,1,2013-7,15000,1 to 2,1
60529,2,2013-12,6000,2 to 3,1
60530,0,2011-3,2000,0 to 1,1
60531,1,2012-4,7000,1 to 2,1
60532,2,2012-8,15000,2 to 3,1
60533,0,2010-9,3000,0 to 1,1
60534,3,2012-1,9675,3 to 4,1
60535,0,2012-6,2000,0 to 1,1
60536,3,2013-10,15000,3 to 4,1
60537,0,2011-11,3000,0 to 1,1
60538,1,2013-11,6360,1 to 2,1
60539,2,2012-3,4000,2 to 3,1
60540,2,2014-2,11000,2 to 3,1
60541,2,2012-1,15000,2 to 3,1
60542,2,2013-11,30000,2 to 3,1
60543,2,2013-9,15500,2 to 3,1
60544,2,2013-11,10000,2 to 3,1
60545,1,2014-1,10000,1 to 2,1
60546,0,2013-9,4000,0 to 1,1
60547,2,2013-9,13000,2 to 3,1
60548,0,2011-10,2000,0 to 1,1
60549,1,2013-10,10000,1 to 2,1
60550,1,2010-10,9000,1 to 2,1
60551,2,2012-11,17855,2 to 3,1
60552,2,2013-8,12000,2 to 3,1
60553,2,2013-10,13000,2 to 3,1
60554,2,2013-8,15000,2 to 3,1
60555,2,2012-9,7000,2 to 3,1
60556,4,2012-11,20000,4+,1
60557,2,2013-11,20000,2 to 3,1
60558,1,2011-3,12007,1 to 2,1
60559,0,2013-2,2500,0 to 1,1
60560,0,2014-2,7500,0 to 1,1
60561,0,2011-5,2932,0 to 1,1
60562,3,2013-12,15000,3 to 4,1
60563,1,2013-12,10000,1 to 2,1
60564,3,2012-12,15000,3 to 4,1
60565,2,2013-12,20000,2 to 3,1
60566,0,2012-3,2000,0 to 1,1
60567,1,2013-4,15000,1 to 2,1
60568,0,2011-7,5500,0 to 1,1
60569,0,2011-11,3000,0 to 1,1
60570,2,2012-12,15000,2 to 3,1
60571,2,2013-8,20000,2 to 3,1
60572,4,2012-10,25000,4+,1
60573,0,2013-8,4000,0 to 1,1
60574,1,2013-9,10000,1 to 2,1
60575,3,2013-6,8600,3 to 4,1
60576,0,2010-11,1000,0 to 1,1
60577,3,2011-3,15000,3 to 4,1
60578,2,2013-9,10000,2 to 3,1
60579,0,2012-1,4000,0 to 1,1
60580,4,2011-9,7500,4+,1
60581,2,2013-6,19000,2 to 3,1
60582,2,2013-7,10000,2 to 3,1
60583,1,2013-4,15000,1 to 2,1
60584,0,2013-10,5000,0 to 1,1
60585,1,2012-8,10000,1 to 2,1
60586,4,2012-11,15000,4+,1
60587,2,2013-10,35000,2 to 3,1
60588,3,2013-12,10000,3 to 4,1
60589,3,2013-12,25000,3 to 4,1
60590,0,2012-10,2500,0 to 1,1
60591,0,2012-4,3000,0 to 1,1
60592,3,2013-10,10000,3 to 4,1
60593,0,2013-7,4000,0 to 1,1
60594,1,2013-12,15000,1 to 2,1
60595,2,2014-2,14000,2 to 3,1
60596,0,2012-2,4000,0 to 1,1
60597,1,2013-11,11500,1 to 2,1
60598,1,2012-2,5000,1 to 2,1
60599,0,2012-7,2000,0 to 1,1
60600,3,2013-5,20000,3 to 4,1
60601,2,2013-10,8000,2 to 3,1
60602,2,2013-5,10000,2 to 3,1
60603,0,2014-1,15000,0 to 1,1
60604,4,2012-3,10000,4+,1
60605,0,2012-11,2700,0 to 1,1
60606,1,2012-3,4000,1 to 2,1
60607,1,2013-8,6000,1 to 2,1
60608,1,2012-6,9000,1 to 2,1
60609,0,2012-11,3000,0 to 1,1
60610,1,2013-12,10500,1 to 2,1
60611,2,2013-12,6600,2 to 3,1
60612,1,2011-11,15000,1 to 2,1
60613,1,2013-11,15000,1 to 2,1
60614,1,2013-3,4000,1 to 2,1
60615,1,2013-7,4000,1 to 2,1
60616,0,2012-11,2500,0 to 1,1
60617,0,2014-2,9000,0 to 1,1
60618,2,2011-12,13000,2 to 3,1
60619,1,2013-11,4000,1 to 2,1
60620,1,2013-5,7000,1 to 2,1
60621,1,2011-9,5000,1 to 2,1
60622,0,2010-11,5000,0 to 1,1
60623,1,2014-1,12000,1 to 2,1
60624,0,2012-1,4000,0 to 1,1
60625,0,2011-6,2200,0 to 1,1
60626,2,2012-6,9500,2 to 3,1
60627,2,2011-11,8500,2 to 3,1
60628,3,2013-12,20000,3 to 4,1
60629,2,2013-4,15000,2 to 3,1
60630,0,2014-2,4500,0 to 1,1
60631,0,2012-2,4000,0 to 1,1
60632,0,2013-12,4500,0 to 1,1
60633,1,2013-10,4000,1 to 2,1
60634,3,2014-1,15000,3 to 4,1
60635,2,2014-2,7000,2 to 3,1
60636,0,2011-9,2200,0 to 1,1
60637,0,2013-6,4000,0 to 1,1
60638,1,2013-9,5200,1 to 2,1
60639,1,2011-9,15000,1 to 2,1
60640,3,2013-12,15000,3 to 4,1
60641,0,2011-1,2500,0 to 1,1
60642,1,2014-1,3000,1 to 2,1
60643,2,2013-12,10000,2 to 3,1
60644,0,2012-12,3000,0 to 1,1
60645,4,2011-11,11000,4+,1
60646,2,2013-7,25000,2 to 3,1
60647,0,2012-2,2500,0 to 1,1
60648,4,2012-11,8000,4+,1
60649,1,2012-9,5500,1 to 2,1
60650,1,2014-1,5500,1 to 2,1
60651,1,2013-8,10500,1 to 2,1
60652,2,2013-12,8200,2 to 3,1
60653,3,2013-8,15000,3 to 4,1
60654,1,2012-4,5000,1 to 2,1
60655,0,2013-11,20000,0 to 1,1
60656,0,2013-3,4500,0 to 1,1
60657,1,2014-2,12000,1 to 2,1
60658,0,2011-10,4000,0 to 1,1
60659,2,2014-2,7500,2 to 3,1
60660,3,2013-12,25000,3 to 4,1
60661,1,2012-3,5000,1 to 2,1
60662,1,2013-10,15000,1 to 2,1
60663,1,2014-1,4000,1 to 2,1
60664,0,2013-9,15000,0 to 1,1
60665,0,2013-5,4500,0 to 1,1
60666,3,2013-10,4000,3 to 4,1
60667,2,2012-6,15000,2 to 3,1
60668,2,2011-6,15000,2 to 3,1
60669,2,2013-5,10000,2 to 3,1
60670,2,2013-10,15000,2 to 3,1
60671,0,2011-2,3000,0 to 1,1
60672,1,2011-8,6500,1 to 2,1
60673,3,2013-11,25000,3 to 4,1
60674,3,2013-9,20000,3 to 4,1
60675,0,2012-9,3000,0 to 1,1
60676,1,2013-8,7500,1 to 2,1
60677,1,2012-7,3000,1 to 2,1
60678,4,2013-4,20000,4+,1
60679,0,2013-8,5500,0 to 1,1
60680,0,2013-11,5000,0 to 1,1
60681,0,2012-12,4564,0 to 1,1
60682,1,2013-7,10500,1 to 2,1
60683,1,2013-10,35000,1 to 2,1
60684,1,2012-8,4000,1 to 2,1
60685,2,2013-3,8500,2 to 3,1
60686,2,2014-1,10000,2 to 3,1
60687,2,2013-8,15000,2 to 3,1
60688,0,2012-12,5000,0 to 1,1
60689,1,2013-11,5000,1 to 2,1
60690,1,2013-7,15000,1 to 2,1
60691,1,2013-9,4000,1 to 2,1
60692,0,2011-9,5000,0 to 1,1
60693,1,2011-9,5000,1 to 2,1
60694,2,2013-5,15000,2 to 3,1
60695,1,2012-5,4500,1 to 2,1
60696,0,2012-3,4000,0 to 1,1
60697,0,2011-6,2500,0 to 1,1
60698,1,2014-2,13300,1 to 2,1
60699,3,2014-2,20000,3 to 4,1
60700,1,2013-12,15000,1 to 2,1
60701,1,2013-2,15000,1 to 2,1
60702,2,2013-1,25000,2 to 3,1
60703,1,2013-9,10000,1 to 2,1
60704,1,2012-11,7500,1 to 2,1
60705,4,2012-5,15000,4+,1
60706,0,2011-7,5000,0 to 1,1
60707,1,2011-7,11000,1 to 2,1
60708,1,2013-1,15000,1 to 2,1
60709,1,2014-1,15000,1 to 2,1
60710,3,2013-11,25000,3 to 4,1
60711,1,2013-1,11500,1 to 2,1
60712,0,2012-1,2000,0 to 1,1
60713,4,2012-7,15000,4+,1
60714,2,2013-12,35000,2 to 3,1
60715,3,2013-11,25000,3 to 4,1
60716,0,2013-12,5000,0 to 1,1
60717,1,2013-9,10000,1 to 2,1
60718,3,2013-8,10000,3 to 4,1
60719,2,2014-1,10000,2 to 3,1
60720,2,2012-4,15000,2 to 3,1
60721,3,2012-11,18000,3 to 4,1
60722,0,2013-10,9500,0 to 1,1
60723,2,2012-10,10000,2 to 3,1
60724,0,2013-10,2000,0 to 1,1
60725,0,2011-7,17568,0 to 1,1
60726,1,2013-12,4000,1 to 2,1
60727,0,2012-8,4400,0 to 1,1
60728,1,2013-8,4000,1 to 2,1
60729,1,2011-3,4000,1 to 2,1
60730,3,2014-2,35000,3 to 4,1
60731,1,2013-10,5000,1 to 2,1
60732,1,2014-1,6154,1 to 2,1
60733,0,2013-3,2500,0 to 1,1
60734,3,2013-12,20000,3 to 4,1
60735,2,2014-1,10000,2 to 3,1
60736,0,2010-10,2000,0 to 1,1
60737,0,2012-4,4000,0 to 1,1
60738,4,2011-11,15000,4+,1
60739,3,2013-9,15000,3 to 4,1
60740,0,2014-1,8800,0 to 1,1
60741,0,2011-6,3500,0 to 1,1
60742,1,2011-4,6000,1 to 2,1
60743,1,2013-2,15000,1 to 2,1
60744,0,2010-12,7500,0 to 1,1
60745,0,2011-1,4500,0 to 1,1
60746,1,2013-6,15000,1 to 2,1
60747,0,2013-8,2000,0 to 1,1
60748,1,2013-5,3500,1 to 2,1
60749,0,2011-11,2000,0 to 1,1
60750,0,2012-7,4000,0 to 1,1
60751,2,2012-3,10000,2 to 3,1
60752,1,2013-8,10000,1 to 2,1
60753,3,2013-7,10000,3 to 4,1
60754,2,2013-10,9000,2 to 3,1
60755,1,2014-1,8000,1 to 2,1
60756,4,2012-3,17000,4+,1
60757,1,2013-6,4000,1 to 2,1
60758,3,2013-12,25000,3 to 4,1
60759,2,2013-2,15000,2 to 3,1
60760,0,2011-12,7500,0 to 1,1
60761,0,2013-12,4000,0 to 1,1
60762,0,2013-5,2000,0 to 1,1
60763,1,2011-4,3613,1 to 2,1
60764,3,2013-11,10000,3 to 4,1
60765,1,2013-11,15000,1 to 2,1
60766,1,2013-1,4000,1 to 2,1
60767,0,2013-5,2000,0 to 1,1
60768,0,2013-10,3500,0 to 1,1
60769,1,2013-3,10000,1 to 2,1
60770,0,2014-1,4000,0 to 1,1
60771,0,2011-5,2000,0 to 1,1
60772,3,2013-7,15000,3 to 4,1
60773,0,2012-2,5000,0 to 1,1
60774,0,2011-10,3500,0 to 1,1
60775,2,2012-5,11500,2 to 3,1
60776,1,2012-7,10000,1 to 2,1
60777,1,2013-11,9000,1 to 2,1
60778,0,2013-10,2500,0 to 1,1
60779,1,2012-2,4300,1 to 2,1
60780,1,2011-7,5383,1 to 2,1
60781,3,2014-1,10000,3 to 4,1
60782,1,2013-9,4000,1 to 2,1
60783,1,2013-11,7500,1 to 2,1
60784,1,2011-12,7500,1 to 2,1
60785,3,2013-5,25000,3 to 4,1
60786,0,2014-1,4725,0 to 1,1
60787,2,2013-8,20000,2 to 3,1
60788,1,2014-1,9000,1 to 2,1
60789,2,2011-3,4000,2 to 3,1
60790,2,2012-1,10000,2 to 3,1
60791,1,2012-4,13000,1 to 2,1
60792,1,2012-3,2000,1 to 2,1
60793,3,2013-12,35000,3 to 4,1
60794,3,2013-11,15000,3 to 4,1
60795,1,2013-4,15000,1 to 2,1
60796,1,2013-4,12500,1 to 2,1
60797,1,2013-10,7500,1 to 2,1
60798,2,2013-5,18000,2 to 3,1
60799,1,2012-11,14099,1 to 2,1
60800,0,2013-11,4000,0 to 1,1
60801,0,2011-7,5715,0 to 1,1
60802,0,2013-2,6500,0 to 1,1
60803,0,2012-8,4000,0 to 1,1
60804,1,2012-8,3700,1 to 2,1
60805,1,2013-4,7500,1 to 2,1
60806,0,2011-12,2000,0 to 1,1
60807,3,2013-12,15000,3 to 4,1
60808,3,2012-5,15000,3 to 4,1
60809,0,2012-6,4000,0 to 1,1
60810,2,2013-5,4000,2 to 3,1
60811,2,2013-7,25000,2 to 3,1
60812,2,2014-1,20000,2 to 3,1
60813,0,2013-6,3500,0 to 1,1
60814,0,2012-8,4000,0 to 1,1
60815,2,2011-4,12000,2 to 3,1
60816,1,2013-1,5000,1 to 2,1
60817,3,2013-7,18000,3 to 4,1
60818,0,2013-9,13000,0 to 1,1
60819,3,2014-1,25000,3 to 4,1
60820,3,2013-6,10000,3 to 4,1
60821,0,2013-1,4500,0 to 1,1
60822,1,2012-4,3000,1 to 2,1
60823,0,2012-5,4000,0 to 1,1
60824,0,2014-1,3200,0 to 1,1
60825,1,2013-6,5000,1 to 2,1
60826,0,2012-10,4000,0 to 1,1
60827,3,2013-7,15000,3 to 4,1
60828,0,2013-12,4000,0 to 1,1
60829,2,2014-1,19000,2 to 3,1
60830,0,2012-5,4000,0 to 1,1
60831,2,2014-1,10000,2 to 3,1
60832,3,2014-1,20000,3 to 4,1
60833,2,2014-1,9000,2 to 3,1
60834,1,2013-6,20000,1 to 2,1
60835,3,2014-1,25000,3 to 4,1
60836,2,2014-1,4000,2 to 3,1
60837,1,2013-11,4000,1 to 2,1
60838,0,2012-6,4000,0 to 1,1
60839,0,2012-2,4000,0 to 1,1
60840,1,2013-9,4000,1 to 2,1
60841,1,2011-9,15000,1 to 2,1
60842,3,2013-12,20000,3 to 4,1
60843,0,2011-3,5000,0 to 1,1
60844,2,2013-11,10000,2 to 3,1
60845,2,2013-12,10000,2 to 3,1
60846,0,2013-11,5000,0 to 1,1
60847,1,2011-1,7500,1 to 2,1
60848,2,2013-6,25000,2 to 3,1
60849,3,2014-1,15000,3 to 4,1
60850,0,2012-2,4000,0 to 1,1
60851,2,2013-4,20000,2 to 3,1
60852,1,2012-6,13000,1 to 2,1
60853,2,2014-1,4000,2 to 3,1
60854,2,2012-8,14850,2 to 3,1
60855,0,2014-1,7500,0 to 1,1
60856,1,2012-12,4000,1 to 2,1
60857,0,2013-8,9000,0 to 1,1
60858,0,2011-8,3500,0 to 1,1
60859,1,2013-10,20000,1 to 2,1
60860,0,2013-3,3000,0 to 1,1
60861,2,2014-2,15000,2 to 3,1
60862,3,2012-7,3000,3 to 4,1
60863,3,2011-9,15000,3 to 4,1
60864,0,2011-8,3500,0 to 1,1
60865,1,2013-3,13000,1 to 2,1
60866,2,2014-2,11000,2 to 3,1
60867,1,2011-11,2000,1 to 2,1
60868,2,2013-4,25000,2 to 3,1
60869,0,2013-9,3000,0 to 1,1
60870,1,2012-2,4000,1 to 2,1
60871,1,2013-11,5000,1 to 2,1
60872,3,2014-1,20000,3 to 4,1
60873,0,2011-4,3000,0 to 1,1
60874,1,2013-11,14000,1 to 2,1
60875,0,2013-1,3500,0 to 1,1
60876,4,2012-11,10000,4+,1
60877,0,2010-10,2000,0 to 1,1
60878,0,2013-5,4000,0 to 1,1
60879,0,2012-2,5000,0 to 1,1
60880,0,2013-8,4000,0 to 1,1
60881,1,2012-1,6240,1 to 2,1
60882,0,2012-6,5775,0 to 1,1
60883,3,2013-9,15000,3 to 4,1
60884,1,2012-12,5000,1 to 2,1
60885,1,2011-3,8700,1 to 2,1
60886,2,2013-12,7000,2 to 3,1
60887,1,2013-9,15000,1 to 2,1
60888,1,2012-4,4000,1 to 2,1
60889,0,2011-10,7500,0 to 1,1
60890,2,2012-12,21500,2 to 3,1
60891,2,2014-1,10000,2 to 3,1
60892,1,2013-9,15000,1 to 2,1
60893,3,2013-9,15000,3 to 4,1
60894,2,2013-11,20000,2 to 3,1
60895,2,2013-2,8900,2 to 3,1
60896,4,2012-8,10000,4+,1
60897,3,2014-1,17500,3 to 4,1
60898,2,2013-6,18000,2 to 3,1
60899,3,2013-6,15000,3 to 4,1
60900,1,2013-6,10000,1 to 2,1
60901,1,2012-10,5000,1 to 2,1
60902,3,2013-12,35000,3 to 4,1
60903,1,2013-11,12500,1 to 2,1
60904,3,2013-6,15000,3 to 4,1
60905,0,2012-10,7500,0 to 1,1
60906,0,2013-11,9500,0 to 1,1
60907,2,2013-11,10000,2 to 3,1
60908,3,2013-5,17500,3 to 4,1
60909,1,2013-11,6500,1 to 2,1
60910,2,2013-11,8000,2 to 3,1
60911,0,2012-9,3500,0 to 1,1
60912,0,2012-7,3000,0 to 1,1
60913,0,2013-10,4000,0 to 1,1
60914,3,2013-4,15000,3 to 4,1
60915,1,2013-9,17000,1 to 2,1
60916,2,2013-7,13000,2 to 3,1
60917,1,2012-8,4000,1 to 2,1
60918,2,2013-5,10000,2 to 3,1
60919,1,2012-2,5000,1 to 2,1
60920,3,2013-12,25000,3 to 4,1
60921,0,2012-5,4000,0 to 1,1
60922,3,2014-2,15000,3 to 4,1
60923,3,2013-12,35000,3 to 4,1
60924,2,2013-3,16500,2 to 3,1
60925,2,2011-4,13000,2 to 3,1
60926,1,2013-11,3500,1 to 2,1
60927,3,2013-7,10000,3 to 4,1
60928,1,2011-5,4787,1 to 2,1
60929,3,2014-1,15000,3 to 4,1
60930,0,2012-1,4000,0 to 1,1
60931,2,2014-1,3800,2 to 3,1
60932,0,2012-7,4000,0 to 1,1
60933,0,2013-7,2000,0 to 1,1
60934,2,2012-10,4000,2 to 3,1
60935,0,2013-4,10000,0 to 1,1
60936,1,2013-11,10000,1 to 2,1
60937,1,2013-8,15000,1 to 2,1
60938,1,2013-9,4000,1 to 2,1
60939,2,2014-2,19000,2 to 3,1
60940,1,2012-7,3000,1 to 2,1
60941,1,2011-9,15000,1 to 2,1
60942,1,2013-9,2000,1 to 2,1
60943,2,2013-5,13500,2 to 3,1
60944,3,2013-6,25000,3 to 4,1
60945,1,2013-7,10000,1 to 2,1
60946,1,2013-6,15000,1 to 2,1
60947,2,2013-4,10000,2 to 3,1
60948,0,2013-9,10000,0 to 1,1
60949,3,2014-2,25000,3 to 4,1
60950,1,2014-2,9000,1 to 2,1
60951,0,2012-6,4000,0 to 1,1
60952,0,2012-4,5500,0 to 1,1
60953,2,2013-12,10000,2 to 3,1
60954,0,2011-10,4000,0 to 1,1
60955,0,2012-10,4000,0 to 1,1
60956,1,2011-12,7500,1 to 2,1
60957,1,2014-1,7500,1 to 2,1
60958,1,2011-12,9500,1 to 2,1
60959,2,2013-9,9500,2 to 3,1
60960,2,2013-11,22000,2 to 3,1
60961,1,2012-5,8000,1 to 2,1
60962,1,2013-7,8000,1 to 2,1
60963,0,2012-9,4000,0 to 1,1
60964,3,2012-10,15000,3 to 4,1
60965,1,2012-12,17000,1 to 2,1
60966,1,2011-3,5992,1 to 2,1
60967,1,2012-5,4000,1 to 2,1
60968,2,2013-5,10000,2 to 3,1
60969,3,2013-6,15000,3 to 4,1
60970,1,2012-7,5500,1 to 2,1
60971,3,2013-11,20000,3 to 4,1
60972,0,2011-11,4000,0 to 1,1
60973,0,2012-4,2500,0 to 1,1
60974,0,2011-8,3500,0 to 1,1
60975,2,2014-1,10000,2 to 3,1
60976,1,2013-4,15662,1 to 2,1
60977,1,2013-5,20000,1 to 2,1
60978,0,2012-10,4000,0 to 1,1
60979,1,2012-9,4500,1 to 2,1
60980,1,2013-10,8000,1 to 2,1
60981,0,2013-10,2000,0 to 1,1
60982,4,2012-7,15000,4+,1
60983,2,2013-12,17000,2 to 3,1
60984,2,2013-10,9000,2 to 3,1
60985,2,2012-7,4000,2 to 3,1
60986,0,2012-7,4000,0 to 1,1
60987,2,2013-12,10000,2 to 3,1
60988,1,2013-10,15000,1 to 2,1
60989,3,2012-7,12410,3 to 4,1
60990,2,2013-2,20000,2 to 3,1
60991,2,2011-3,12000,2 to 3,1
60992,0,2012-4,2400,0 to 1,1
60993,2,2013-4,15000,2 to 3,1
60994,1,2013-10,25000,1 to 2,1
60995,0,2012-6,8500,0 to 1,1
60996,1,2013-8,8500,1 to 2,1
60997,0,2011-8,10000,0 to 1,1
60998,0,2013-12,7500,0 to 1,1
60999,0,2013-5,7000,0 to 1,1
61000,4,2013-4,25000,4+,1
61001,1,2012-11,13000,1 to 2,1
61002,1,2013-3,15000,1 to 2,1
61003,3,2012-4,5500,3 to 4,1
61004,2,2013-12,10000,2 to 3,1
61005,1,2014-2,8000,1 to 2,1
61006,1,2013-8,31000,1 to 2,1
61007,0,2012-4,3000,0 to 1,1
61008,1,2013-1,2800,1 to 2,1
61009,2,2012-9,13000,2 to 3,1
61010,3,2014-2,25000,3 to 4,1
61011,3,2013-9,12000,3 to 4,1
61012,0,2013-6,20000,0 to 1,1
61013,0,2011-5,2000,0 to 1,1
61014,1,2013-6,15000,1 to 2,1
61015,1,2014-1,7500,1 to 2,1
61016,1,2010-8,10000,1 to 2,1
61017,3,2013-4,15000,3 to 4,1
61018,3,2011-11,11500,3 to 4,1
61019,0,2013-10,20000,0 to 1,1
61020,0,2011-12,24500,0 to 1,1
61021,1,2012-4,3350,1 to 2,1
61022,0,2012-9,15000,0 to 1,1
61023,0,2013-12,5000,0 to 1,1
61024,0,2010-10,4000,0 to 1,1
61025,1,2013-7,15000,1 to 2,1
61026,2,2014-2,10000,2 to 3,1
61027,1,2013-7,6000,1 to 2,1
61028,0,2012-3,3500,0 to 1,1
61029,3,2013-10,15000,3 to 4,1
61030,1,2013-10,19000,1 to 2,1
61031,2,2013-12,8500,2 to 3,1
61032,1,2013-7,4000,1 to 2,1
61033,2,2012-8,5000,2 to 3,1
61034,3,2014-1,15000,3 to 4,1
61035,1,2013-7,4000,1 to 2,1
61036,0,2014-1,2000,0 to 1,1
61037,1,2011-8,13000,1 to 2,1
61038,0,2012-11,4000,0 to 1,1
61039,2,2013-5,14000,2 to 3,1
61040,1,2011-3,7000,1 to 2,1
61041,0,2013-8,4000,0 to 1,1
61042,1,2012-2,2000,1 to 2,1
61043,3,2013-11,10000,3 to 4,1
61044,1,2014-1,15000,1 to 2,1
61045,1,2012-3,4000,1 to 2,1
61046,0,2012-10,15000,0 to 1,1
61047,0,2012-3,4000,0 to 1,1
61048,0,2011-3,7000,0 to 1,1
61049,1,2014-1,15000,1 to 2,1
61050,4,2012-7,14000,4+,1
61051,2,2014-2,23000,2 to 3,1
61052,3,2013-11,25000,3 to 4,1
61053,0,2013-11,4000,0 to 1,1
61054,4,2011-5,15000,4+,1
61055,0,2012-8,2000,0 to 1,1
61056,0,2011-4,2500,0 to 1,1
61057,4,2012-10,15000,4+,1
61058,0,2013-5,2500,0 to 1,1
61059,0,2013-9,3000,0 to 1,1
61060,1,2012-9,4000,1 to 2,1
61061,2,2013-9,10000,2 to 3,1
61062,2,2013-10,15000,2 to 3,1
61063,0,2012-2,3000,0 to 1,1
61064,3,2014-1,4000,3 to 4,1
61065,2,2014-2,25000,2 to 3,1
61066,2,2013-12,10000,2 to 3,1
61067,1,2013-7,4000,1 to 2,1
61068,1,2011-10,3500,1 to 2,1
61069,4,2012-7,25000,4+,1
61070,2,2013-4,10000,2 to 3,1
61071,0,2013-7,4000,0 to 1,1
61072,1,2011-4,4000,1 to 2,1
61073,0,2010-12,3000,0 to 1,1
61074,1,2013-7,11000,1 to 2,1
61075,0,2011-11,10000,0 to 1,1
61076,1,2013-12,20000,1 to 2,1
61077,0,2010-8,1000,0 to 1,1
61078,0,2013-5,2000,0 to 1,1
61079,1,2012-2,6500,1 to 2,1
61080,1,2014-2,7000,1 to 2,1
61081,3,2013-2,15000,3 to 4,1
61082,4,2012-7,12000,4+,1
61083,1,2013-5,15000,1 to 2,1
61084,0,2013-6,4000,0 to 1,1
61085,2,2012-10,15000,2 to 3,1
61086,0,2011-11,4000,0 to 1,1
61087,0,2011-3,4000,0 to 1,1
61088,1,2013-2,8000,1 to 2,1
61089,1,2012-6,11000,1 to 2,1
61090,1,2011-1,10000,1 to 2,1
61091,2,2012-4,3500,2 to 3,1
61092,3,2013-9,9000,3 to 4,1
61093,2,2014-2,18000,2 to 3,1
61094,1,2012-9,13000,1 to 2,1
61095,0,2013-12,25000,0 to 1,1
61096,0,2012-7,3000,0 to 1,1
61097,1,2014-1,12000,1 to 2,1
61098,2,2012-11,22500,2 to 3,1
61099,4,2012-6,10000,4+,1
61100,2,2012-10,25000,2 to 3,1
61101,2,2013-12,15000,2 to 3,1
61102,1,2011-10,7000,1 to 2,1
